title,year,certificate,duration,genre,rating,description,stars,votes,ID,Year,Age,IMDb,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,Type,Directors,Genres,Country,Language,Runtime,primary_genre
Neurons to Nirvana,(2013),,85 min,"Documentary, History, News",7.6,"A stylish, in depth look at the renaissance in psychedelic drug research in light of current scientific, medical and cultural knowledge.","['Oliver Hockenhull', '| ', '    Stars:', 'Lesley Ewen, ', 'Dennis J. McKenna, ', 'David Healy, ', 'David E. Nichols']","1,263",6669,2013,,7.7,,0.0,0,1,0,0,Oliver Hockenhull,"Documentary,History,News",United States,"English,Slovak,Czech",85.0,Documentary
The Lazarus Papers,(2010),R,90 min,"Action, Crime, Drama",4.1,"""In the deep jungles of South East Asia a blood thirsty mercenary Sebastian, hunts for the thrill of the chase and victims to sell into slavery. In one operation he kills a peaceful local ...                See full summary »","['Jeremiah Hundley', '| ', '    Stars:', 'Danny Trejo, ', 'Gary Daniels, ', 'Krystal Vee, ', 'John Edward Lee']","3,243",8887,2009,18+,4.1,,0.0,0,1,0,0,Jeremiah Hundley,"Action,Drama,Sci-Fi",United States,English,90.0,Action
Hondros,(2017),,90 min,"Documentary, Biography, War",7.5,HONDROS follows the life and career of famous war photographer Chris Hondros by exploring the poignant and often surprising stories behind this award-winning photojournalist's best-known ...                See full summary »,"['Greg Campbell', '| ', '    Stars:', 'Marmar Alhilali, ', 'Pancho Bernasconi, ', 'Greg Campbell, ', 'Chris Hondros']",457,651,2018,,7.5,100%,1.0,0,0,0,0,Greg Campbell,"Documentary,Biography,War","Iraq,Libya,Liberia,United States",English,90.0,Documentary
Still,(2010),TV-MA,100 min,"Horror, Thriller",4.3,"An omnibus film of four stories pulled straight from Thailand's most gruesome headlines. In ""Flame"", a man is haunted by regret and a ghost after he survives a nightclub fire that killed ...                See full summary »","['Poj Arnon, ', 'Chatchai Katenut, ', 'Tanwarin Sukkhapisit, ', 'Manussa Vorasingha', '| ', '    Stars:', 'Mai Charoenpura, ', 'Akara Amarttayakul, ', 'Supakson Chaimongkol, ', 'TAE']",368,3112,2010,18+,4.4,,1.0,0,0,0,0,Mike Flanagan,"Horror,Thriller",United States,"English,American Sign Language",82.0,Horror
Jim Jefferies: This Is Me Now,(2018 TV Special),TV-MA,70 min,Comedy,7.4,"The gleefully irreverent Jefferies skewers ""grabby"" celebrities, political hypocrisy and his own ill-advised career moves in a brash stand-up special.","['Scott Zabielski', '| ', '    Star:', 'Jim Jefferies']","4,095",1481,2018,,7.3,,1.0,0,0,0,0,Scott Zabielski,Comedy,United States,English,70.0,Comedy
Roving Mars,(2006),G,40 min,"Documentary, Short",7.2,"Through the eyes of two state-of-the-art rovers, and with NASA scientists at your side, you'll see Mars in a way no one ever has before-direct from the surface of the amazing red planet.","['George Butler', '| ', '    Stars:', 'Paul Newman, ', 'Steve Squyres, ', 'Rob Manning, ', 'Charles Elachi']","1,068",16453,2006,7+,7.2,70%,0.0,0,0,1,0,George Butler,"Documentary,Short",United States,English,40.0,Documentary
Rise of the Zombie,(2013),Not Rated,86 min,"Drama, Horror, Thriller",3.3,"A heartbroken wildlife photographer throws himself into his work, only to find himself experiencing strange transformations.","['Luke Kenny, ', 'Devaki Singh', '| ', '    Stars:', 'Luke Kenny, ', 'Kirti Kulhari, ', 'Ashwin Mushran, ', 'Benjamin Gilani']",444,2940,2013,18+,3.6,,1.0,0,1,0,0,"Luke Kenny,Devaki Singh","Drama,Horror,Thriller",India,Hindi,86.0,Drama
Metamorphosis,(VI) (2019),,98 min,Drama,7.3,"Adam was raised like a normal boy until he bled his first menstrual period. Adam was born with two genitals, an intersex person who finds himself in a painful transformation that takes him into the ambiguities of fate and desires.","['J.E. Tiglao', '| ', '    Stars:', 'Gold Azeron, ', 'Iana Bernardez, ', 'Dylan Ray Talon, ', 'Ricky Davao']",58,13408,1990,18+,3.8,,0.0,0,1,0,0,Hong-seon Kim,"Horror,Thriller",South Korea,Korean,113.0,Horror
Patria,(2019),TV-MA,89 min,"Documentary, History",7.2,"Paco Ignacio Taibo II brings his book trilogy to life, highlighting Mexico's history in 1854-1867, a period he considers foundational to the country.","['Matías Gueilburt', '| ', '    Star:', 'Paco Ignacio Taibo II']",115,2871,2014,,6.0,,1.0,0,0,0,0,Christopher Menaul,"Drama,Romance,Sci-Fi,Thriller,War","United States,Czech Republic","English,German",106.0,Drama
Tuna Girl,(2019),TV-PG,89 min,"Comedy, Drama",6.2,A clumsy but cheerful fisheries student struggles to find her place at a research institute renowned for its tuna cultivation.,"['Mana Yasuda', '| ', '    Stars:', 'Tom Fujita, ', 'Hidetoshi Hoshida, ', 'Fuka Koshiba']",154,3178,2019,7+,6.5,,1.0,0,0,0,0,Mana Yasuda,"Comedy,Drama",Japan,Japanese,89.0,Comedy
Bill Hicks: Relentless,(1992 Video),Not Rated,61 min,"Documentary, Comedy",8.5,"Bill Hicks tells us how he feels about non-smokers, blow-jobs, religion, war and peace, drugs and music.","['Chris Bould', '| ', '    Star:', 'Bill Hicks']","2,555",1215,1992,,8.7,,1.0,0,0,0,0,Chris Bould,"Documentary,Comedy",United Kingdom,English,61.0,Documentary
All in My Family,(2019),,39 min,"Documentary, Short, Family",6.8,"From documentarian Hao Wu comes a heartfelt portrait of how he created a thoroughly modern family in America, only to face the dilemma of introducing his same-sex partner and their children...                See full summary »",['Hao Wu'],711,2104,2019,,6.7,,1.0,0,0,0,0,Hao Wu,"Documentary,Short,Family",United States,,39.0,Documentary
After Tiller,(2013),PG-13,85 min,"Documentary, Biography, Drama",7.4,"This thought provoking, sometimes troubling documentary examines the personal and ethical imperatives that drive abortion providers to continue in the face of often dangerous legal and personal harassment.","['Martha Shane, ', 'Lana Wilson', '| ', '    Stars:', 'George Tiller, ', 'Warren Hern, ', 'Leroy Carhart, ', 'Susan Robinson']","1,083",4983,2013,13+,7.5,92%,0.0,0,1,0,0,"Martha Shane,Lana Wilson","Documentary,Biography,Drama,News",United States,English,85.0,Documentary
The Island,(II) (2018),,94 min,"Action, Thriller",5.2,"THE ISLAND Is a film created primarily to showcase the best of Nigerian culture and to give viewers an in-depth, enjoyable cultural experience whilst celebrating the efforts of the Nigerian...                See full summary »","['Toka McBaror', '| ', '    Stars:', 'Femi Adebayo, ', 'Segun Arinze, ', 'Sukanmi Bahlofin, ', 'Tokunbor Idowu']",39,4932,2006,13+,7.9,63%,0.0,0,1,0,0,Michael Bay,"Action,Sci-Fi,Thriller",United States,English,136.0,Action
When Jews Were Funny,(2013),Not Rated,89 min,Documentary,5.9,Surveys the history of Jewish comedy.,"['Alan Zweig', '| ', '    Stars:', 'Marc Maron, ', 'Howie Mandel, ', 'Gilbert Gottfried, ', 'Rodney Dangerfield']",496,8163,2013,,5.8,67%,0.0,0,1,0,0,Alan Zweig,Documentary,Canada,English,89.0,Documentary
