title,rating,Runtime
Grass is Greener,7.1,97.0
Invisible,6.0,112.0
Saving Capitalism,6.8,73.0
Along Came Jones,6.4,90.0
Stash House,4.7,99.0
The Carer,6.5,89.0
Kardec,6.1,110.0
Kevin Hart: Let Me Explain,6.6,75.0
Frank and Cindy,6.1,102.0
Brahman Naman,5.5,95.0
Holiday Rush,4.9,92.0
The Death and Life of Marsha P. Johnson,7.2,105.0
Dovlatov,6.4,126.0
The Chosen,3.5,
Battle,5.9,95.0
Aliens: Zone of Silence,3.4,79.0
Louis C.K. 2017,7.6,74.0
Maska,5.9,101.0
Miss Representation,7.5,85.0
Ali Wong: Baby Cobra,7.5,60.0
Rudy Habibie,7.5,124.0
Ready to Mingle,5.9,95.0
Aleksandr's Price,4.8,108.0
The Pill,5.4,83.0
Reset,8.1,92.0
Sinister Squad,2.2,90.0
Catching Feelings,5.6,124.0
Hypersomnia,5.0,90.0
Larceny,3.4,87.0
The Silence of the Sky,6.5,102.0
Mission Blue,7.9,95.0
Autumn,3.1,99.0
The Accountant of Auschwitz,7.3,78.0
Why Me?,7.4,87.0
The Trader,6.7,23.0
Milada,6.3,124.0
Seoul Searching,7.0,105.0
Hellions,4.2,80.0
My Beautiful Broken Brain,7.0,86.0
Particle Fever,7.4,99.0
Neverlake,5.3,86.0
Sara's Notebook,5.9,115.0
"To Each, Her Own",5.4,95.0
Joan Didion: The Center Will Not Hold,7.5,94.0
The Creative Brain,6.3,52.0
Quincy,7.6,60.0
End Game,7.1,93.0
Yes or No,6.7,102.0
Joe Rogan: Strange Times,7.3,63.0
Knock Down the House,7.2,87.0
ReMastered: Devil at the Crossroads,7.0,48.0
Reversing Roe,7.5,99.0
Iliza Shlesinger: War Paint,6.6,75.0
David A. Arnold Fat Ballerina,7.0,60.0
Paranormal Investigation,3.7,92.0
The Black Godfather,7.5,118.0
Tom Segura: Disgraceful,7.5,71.0
Evelyn,7.2,94.0
Bert Kreischer: Hey Big Boy,7.0,62.0
Generation Iron 2,6.1,106.0
Bert Kreischer: Secret Time,7.3,57.0
The Cell,6.3,107.0
The 3rd Eye 2,5.4,116.0
Feminists: What Were They Thinking?,7.0,86.0
Heroin(e),6.8,39.0
Paris Is Us,4.6,83.0
Music Teacher,6.2,101.0
Gie,7.6,147.0
Revenge of the Pontianak,5.3,92.0
Last Will,4.5,90.0
Tom Segura: Ball Hog,7.3,70.0
Money,5.5,86.0
Let's Be Evil,4.3,82.0
The Philly Kid,5.6,90.0
Parked,6.7,94.0
Pray for Rain,5.3,92.0
Street,4.6,90.0
Chief Daddy,4.7,99.0
The Laws of Thermodynamics,6.0,100.0
Dancing with the Birds,8.2,51.0
The White Helmets,7.5,41.0
Street Flow,6.4,96.0
Kevin Hart's Guide to Black History,5.5,62.0
War Flowers,4.2,99.0
The Treasure,7.0,157.0
Monty Python Live (Mostly),7.6,162.0
Rats,6.5,97.0
John Mulaney: Kid Gorgeous at Radio City,7.9,65.0
We Are Family,6.1,94.0
Anthony Jeselnik: Fire in the Maternity Ward,7.2,64.0
Period. End of Sentence.,7.4,26.0
Küçük Esnaf,5.6,104.0
Mad World,7.2,101.0
The Road to El Camino: Behind the Scenes of El Camino: A Breaking Bad Movie,7.1,
Paradise Lost,7.0,
Deidra & Laney Rob a Train,6.0,92.0
Bethany Hamilton: Unstoppable,7.4,100.0
Target,4.0,103.0
A Christmas Tree Miracle,6.5,102.0
Helios,5.5,118.0
Pants on Fire,5.1,30.0
Bill Burr: Walk Your Way Out,7.2,77.0
American Violence,4.4,107.0
Joy,6.6,124.0
Pete Davidson: Alive from New York,6.1,49.0
King's Faith,6.2,108.0
Atone,3.1,89.0
Get Me Roger Stone,7.3,92.0
Moms at War,6.4,90.0
Sebastian Maniscalco: What's Wrong with People?,8.0,75.0
Quiet Victory: The Charlie Wedemeyer Story,7.2,100.0
Soekarno,6.9,137.0
The American Meme,6.7,98.0
Veronica,5.8,94.0
Bhouri,6.6,140.0
Chris Tucker Live,6.3,92.0
Manhattan Romance,5.6,94.0
Asperger's Are Us,6.6,82.0
The Short Game,7.3,99.0
Extremis,7.3,93.0
There's Something in the Water,6.5,73.0
Jeff Dunham: Beside Himself,6.9,58.0
The Ivory Game,7.8,112.0
Trevor Noah: Afraid of the Dark,7.2,67.0
City of Ghosts,7.5,116.0
One More Time,6.8,98.0
The Boss's Daughter,5.4,98.0
Merry Men: The Real Yoruba Demons,4.9,106.0
Sebastian Maniscalco: Stay Hungry,7.1,65.0
Anthony Jeselnik: Thoughts and Prayers,7.7,59.0
Leslie Jones: Time Machine,5.3,66.0
LA Originals,7.2,92.0
Machhli Jal Ki Rani Hai,2.3,120.0
Pachamama,6.8,72.0
Lens,6.6,109.0
Swing State,3.7,95.0
Theo Von: No Offense,5.6,67.0
Jerry Before Seinfeld,7.0,62.0
Recovery Boys,6.7,89.0
Azali,5.6,92.0
River of Darkness,2.2,130.0
Jeff Dunham: Arguing with Myself,8.0,76.0
Bon Bini Holland,5.4,85.0
The App,2.7,78.0
Jefe,5.4,89.0
Roll Red Roll,7.1,80.0
Kevin James: Never Don't Give Up,6.2,62.0
Yeh Ballet,7.5,117.0
Jeff Dunham: Controlled Chaos,7.4,97.0
Slam,6.1,100.0
"Love, Surreal and Odd",5.6,95.0
King of Boys,5.9,169.0
Up North,5.5,99.0
Tom Segura: Mostly Stories,7.5,73.0
You Carry Me,7.0,155.0
House Arrest,5.5,108.0
People You May Know,5.6,92.0
"Ram Dass, Going Home",7.0,31.0
7 Chinese Brothers,5.6,76.0
Ghosts of Sugar Land,5.5,21.0
The Avenging Eagle,7.4,90.0
The Burial of Kojo,6.4,80.0
Boss Wants a Happy Ending,6.0,109.0
First Kiss,3.8,113.0
Death and Cremation,5.6,86.0
Video Games: The Movie,6.1,101.0
Mere Pyare Prime Minister,6.8,104.0
Atari: Game Over,6.7,66.0
Call Me Lucky,7.5,106.0
First Impression,5.1,96.0
The Most Assassinated Woman in the World,5.3,102.0
Salam - The First ****** Nobel Laureate,7.8,75.0
Bygones Be Bygones,6.2,108.0
John Mulaney: The Comeback Kid,7.9,62.0
1920 London,4.1,120.0
Isolated,6.1,85.0
Katt Williams: Great America,6.2,60.0
Romina,2.3,77.0
Thithi,8.0,123.0
Upstarts,6.7,112.0
The Man in the Iron Mask,4.7,132.0
Greg Davies: You Magnificent Beast,7.1,66.0
Growing Up Wild,7.1,78.0
Bayonet,5.6,101.0
Aziz Ansari: Right Now,7.5,65.0
My Little Pony: Equestria Girls - Legend of Everfree,6.3,73.0
Dark Power,3.4,87.0
Jack of all Trades,5.9,30.0
The King of the Streets,5.0,88.0
Cash Only,6.0,91.0
Mercury 13,6.9,78.0
"Lorena, Light-footed Woman",7.0,28.0
The Culture High,8.2,120.0
Tom Segura: Completely Normal,7.7,74.0
Si Doel the Movie 2,6.8,95.0
Go! The Unforgettable Party,5.1,60.0
A Life of Speed: The Juan Manuel Fangio Story,7.0,92.0
Pulang,6.7,120.0
How to Get Over a Breakup,6.1,104.0
Sarah Silverman: A Speck of Dust,6.9,71.0
A Haunting at Silver Falls: The Return,3.2,79.0
Internet Famous,3.5,87.0
Joe Rogan: Triggered,7.4,63.0
Bir Baba Hindu,2.5,112.0
Angela's Christmas,7.0,30.0
The (Silent) War,5.5,121.0
Chris D'Elia: No Pain,5.9,55.0
Bobby Robson: More Than a Manager,8.1,104.0
LFO,6.6,94.0
Dark Chocolate,4.2,92.0
Midnight Chronicles,3.6,100.0
Calum Von Moger: Unbroken,6.2,95.0
The Sinking of Van Der Wijck,7.6,164.0
ReMastered: The Two Killings of Sam Cooke,7.2,74.0
American Bully,4.8,85.0
Uppity: The Willy T. Ribbs Story,7.8,109.0
Very Big Shot,6.9,107.0
"Norm Macdonald: Hitler's Dog, Gossip & Trickery",7.3,60.0
The Lost Brother,6.5,112.0
Ali Wong: Hard Knock Wife,7.3,64.0
Fire in Paradise,7.4,39.0
Doonby,5.2,104.0
Crossroads: One Two Jaga,6.5,85.0
Strangled,7.3,121.0
Black Site Delta,3.8,87.0
Tig,7.4,95.0
One in a Billion,6.7,69.0
The 24 Hour War,7.2,99.0
Neal Brennan: 3 Mics,7.9,65.0
Nobody Speak: Trials of the Free Press,6.5,95.0
Dolphin Kick,4.4,89.0
Little Italy,5.9,102.0
Forgive Us Our Debts,6.2,104.0
Freshman Year,4.9,105.0
Dukhtar,6.9,93.0
Amit Tandon: Family Tandoncies,7.1,72.0
Salaakhen,5.7,165.0
I Called Him Morgan,7.3,92.0
Nate Bargatze: The Tennessee Kid,7.6,60.0
Masameer: The Movie,5.9,110.0
The Last Hangover,6.3,44.0
The Music of Strangers: Yo-Yo Ma and the Silk Road Ensemble,7.7,96.0
The Memory of Water,6.1,88.0
Seth Meyers: Lobby Baby,7.4,61.0
A Family Reunion Christmas,5.8,28.0
"Ron White: If You Quit Listening, I'll Shut Up",6.5,63.0
The First Temptation of Christ,4.8,46.0
Armed to the Teeth,7.9,105.0
The Bling Lagosians,6.5,97.0
Recall,3.0,73.0
Chelsea Peretti: One of the Greats,6.9,74.0
The Little Switzerland,4.8,86.0
"Hello, Privilege. It's Me, Chelsea",4.6,64.0
A Scandall,3.1,112.0
Gabriel Iglesias: I'm Sorry for What I Said When I Was Hungry,7.4,87.0
Jim Jefferies: Freedumb,7.7,86.0
Train of the Dead,3.5,88.0
Dayveon,6.3,75.0
Isle of Dogs,3.5,101.0
Eyyvah Eyvah,7.0,104.0
Devil's Bride,6.0,110.0
Pandora's Promise,7.3,87.0
He Who Dares,3.1,82.0
Carmen Sandiego: To Steal or Not to Steal,6.9,31.0
Demetri Martin: The Overthinker,7.2,56.0
Charlie and the Chocolate Factory,6.6,115.0
Uncertain Glory,6.1,115.0
"The Other One: The Long, Strange Trip of Bob Weir",7.3,85.0
Jeff Dunham: Relative Disaster,6.4,70.0
Curtiz,6.0,98.0
Tikli and Laxmi Bomb,7.7,151.0
Puss in Book: Trapped in an Epic Tale,5.2,23.0
"¡Ay, mi madre!",3.9,84.0
The Wedding Party,4.8,87.0
ReMastered: The Miami Showband Massacre,7.0,71.0
S Is for Stanley,6.9,78.0
Life Overtakes Me,6.5,39.0
Being Elmo: A Puppeteer's Journey,7.6,80.0
Firebrand,5.1,116.0
Nikki Glaser: Bangin',6.1,63.0
If Only,7.2,92.0
What We Started,7.1,94.0
Night Fare,5.5,80.0
City of Joy,7.6,132.0
E-Team,7.1,88.0
Gary Gulman: It's About Time,7.1,54.0
Seth Rogen's Hilarity for Charity,5.0,70.0
Fortune Feimster: Sweet & Salty,6.8,61.0
Iliza Shlesinger: Unveiled,6.5,78.0
Identical,3.1,80.0
Jimmy Carr: Funny Business,7.2,62.0
6-5=2,4.4,105.0
Prague,5.5,92.0
The Poltergeist of Borley Forest,2.5,102.0
Khoon Khoon,5.2,
Bomb Scared,5.7,89.0
Jimmy Carr: The Best of Ultimate Gold Greatest Hits,7.3,58.0
Zion,7.1,12.0
Sebastian Maniscalco: Why Would You Do That?,7.4,63.0
Derren Brown: Sacrifice,7.1,49.0
Donald Glover: Weirdo,7.4,65.0
El club de los buenos infieles,5.5,90.0
Heroes Wanted,4.6,95.0
Spirit Riding Free: Spirit of Christmas,5.3,45.0
The Darkest Dawn,4.0,76.0
Jeff Dunham: Minding the Monsters,7.0,80.0
Kathleen Madigan: Bothering Jesus,7.4,72.0
The Hospital,7.4,103.0
Free Rein: The Twelve Neighs of Christmas,6.6,56.0
French Dirty,5.0,72.0
Q Ball,6.8,96.0
Mysteria,3.9,94.0
Print the Legend,7.0,100.0
Loudon Wainwright III: Surviving Twin,7.1,91.0
Kingdom of Us,6.9,109.0
Mike Birbiglia: The New One,7.7,85.0
Mater,4.6,80.0
Neurons to Nirvana,7.6,85.0
The Lazarus Papers,4.1,90.0
Hondros,7.5,90.0
Still,4.3,82.0
Jim Jefferies: This Is Me Now,7.4,70.0
Roving Mars,7.2,40.0
Rise of the Zombie,3.3,86.0
Metamorphosis,7.3,113.0
Patria,7.2,106.0
Tuna Girl,6.2,89.0
Bill Hicks: Relentless,8.5,61.0
All in My Family,6.8,39.0
After Tiller,7.4,85.0
The Island,5.2,136.0
When Jews Were Funny,5.9,89.0
"Sí, Mi Amor",3.8,
A Week in Watts,6.2,91.0
Patton Oswalt: I Love Everything,6.4,
Wanda Sykes: Not Normal,7.2,60.0
Whitney Cummings: Can I Touch It?,6.5,59.0
Bruno & Boots: Go Jump in the Pool,5.8,91.0
Two Catalonias,6.4,116.0
Joshua: Teenager vs. Superpower,7.3,79.0
Ellen DeGeneres: Relatable,6.5,68.0
The Figurine,4.3,120.0
Sitara: Let Girls Dream,7.2,15.0
Urvi,6.8,151.0
ReMastered: Massacre at the Stadium,7.2,64.0
Çok Filim Hareketler Bunlar,4.4,134.0
The Reconstruction of William Zero,5.4,98.0
Mike Birbiglia: Thank God for Jokes,7.5,70.0
Deon Cole: Cole Hearted,6.9,69.0
Katherine Ryan: Glitter Room,6.8,65.0
Stereo,6.5,98.0
Still Laugh-In: The Stars Celebrate,5.2,60.0
Jonah,5.3,90.0
Russell Peters: Almost Famous,6.6,73.0
Nila,6.7,96.0
"Dana Carvey: Straight White Male, 60",6.5,64.0
Seeing Allred,7.2,96.0
Let It Fall: Los Angeles 1982-1992,7.8,144.0
Trailer Park Boys: Live at the North Pole,6.7,
Tim Allen: Men Are Pigs,6.1,30.0
Iliza Shlesinger: Confirmed Kills,6.6,77.0
Bombairiya,4.5,104.0
Freedom,7.3,94.0
Enter the Anime,2.6,58.0
Antoine Griezmann: The Making of a Legend,6.5,60.0
Mercenary,6.5,102.0
Vir Das: For India,7.7,75.0
Senna,8.5,106.0
Silent,6.3,14.0
I'll Sleep When I'm Dead,6.6,103.0
Beauties of the Night,7.2,87.0
It Takes a Lunatic,6.6,120.0
Jenny Slate: Stage Fright,5.8,66.0
Rise: Ini Kalilah,5.0,100.0
Tom Papa: You're Doing Great!,7.2,60.0
Vidal Sassoon: The Movie,6.4,90.0
Jim Gaffigan: Mr. Universe,7.7,78.0
The Mars Generation,6.5,97.0
Dust Up,4.8,80.0
Tig Notaro: Happy To Be Here,6.6,58.0
Los Tigres del Norte at Folsom Prison,7.0,64.0
Rich Kids,6.1,96.0
Marc Maron: End Times Fun,6.8,71.0
Operações Especiais,6.3,98.0
Dragons: Rescue Riders: Hunt for the Golden Dragon,5.1,46.0
Know Your Enemy - Japan,6.0,63.0
Vessel,7.6,14.0
Ryan Hamilton: Happy Face,7.3,56.0
Patton Oswalt: Talking for Clapping,6.8,65.0
The Reconquest,6.5,108.0
Tiffany Haddish: Black Mitzvah,6.3,55.0
Being Napoleon,5.4,88.0
Meet the Mormons,6.4,78.0
Rodney King,5.9,52.0
Chris D'Elia: Man on Fire,6.5,65.0
Bill Hicks: Revelations,8.5,57.0
Sol Levante,4.7,125.0
Underworld,7.0,121.0
Rattle the Cage,6.7,96.0
Léa & I,6.5,84.0
Room,4.4,118.0
Jeff Foxworthy & Larry the Cable Guy: We've Been Thinking,5.9,75.0
Ralphie May: Unruly,4.7,
The Jungle Book,4.2,106.0
My Little Pony: Equestria Girls - Friendship Games,6.4,72.0
Def Comedy Jam 25,6.6,80.0
Little Miss Sumo,6.6,19.0
Chasing Beauty,6.1,90.0
Russell Peters: Notorious,7.1,71.0
Kevin James: Sweat the Small Stuff,7.4,60.0
"Ray Romano: Right Here, Around the Corner",7.2,58.0
Jeremy Scott: The People's Designer,6.4,110.0
Rory Scovel Tries Stand-Up for the First Time,6.7,66.0
Cristina,7.8,110.0
Maz Jobrani: Immigrant,6.7,112.0
Autohead,6.0,97.0
Killswitch,7.7,72.0
Patton Oswalt: Annihilation,7.2,66.0
Russell Howard: Recalibrate,7.4,69.0
Bill Hicks: Sane Man,8.3,81.0
Shaolin Martial Arts,6.8,106.0
Misfit 2,4.9,81.0
Night on Earth: Shot in the Dark,7.7,59.0
Whitney Cummings: Money Shot,6.2,48.0
Backfire,3.6,94.0
Shuddhi,7.9,114.0
Anjelah Johnson: Not Fancy,5.7,90.0
Christina P: Mother Inferior,6.4,59.0
Blue,7.6,77.0
Marlon Wayans: Woke-ish,6.5,68.0
Jim Gaffigan: Cinco,7.1,73.0
A StoryBots Christmas,5.8,24.0
Western,6.1,121.0
Road to Roma,7.7,72.0
Maroon,5.1,94.0
Birders,6.4,37.0
Michelle Wolf: Joke Show,7.2,59.0
M Cream,5.4,112.0
The Apostate,5.8,80.0
Mokalik (Mechanic),6.2,100.0
Marc Maron: Too Real,7.2,70.0
Sam Kinison: Breaking the Rules,7.2,50.0
Kung Fu Elliot,6.5,81.0
Marc Maron: Thinky Pain,7.3,95.0
Teddy Bear,7.1,106.0
My Way: The Rise and Fall of Silvio Berlusconi,6.3,98.0
She Did That,6.9,71.0
Iliza Shlesinger: Freezing Hot,6.8,71.0
A Yellow Bird,5.4,112.0
Road to Yesterday,6.0,91.0
Chris D'Elia: Incorrigible,6.4,83.0
Katherine Ryan: In Trouble,7.0,63.0
Jeff Dunham: Unhinged in Hollywood,6.7,71.0
Rumble,3.6,
Burt's Buzz,6.5,88.0
"Yours Sincerely, Kanan Gill",7.1,72.0
Resurface,6.9,26.0
Chingo Bling: They Can't Deport Us All,6.5,
Suicide,5.7,113.0
Horror Story,4.2,91.0
Hank: 5 Years from the Brink,6.6,85.0
Manu,7.0,180.0
Judd Apatow: The Return,6.2,69.0
Goli Soda 2,7.3,128.0
Colin Quinn: The New York Story,6.9,62.0
Go! Go! Cory Carson: The Chrissy,7.2,42.0
Web Junkie,6.3,74.0
Delirium,4.5,96.0
Jim Norton: Mouthful of Shame,7.0,61.0
Brian Regan: Nunchucks and Flamethrowers,6.3,61.0
Michael Che Matters,7.2,61.0
The Negro Soldier,5.9,43.0
Simon Amstell: Set Free,6.5,51.0
Hari Kondabolu: Warn Your Relatives,6.6,67.0
Bottled Life: Nestle's Business with Water,6.7,90.0
Playing Hard,6.0,88.0
Jack Whitehall: At Large,6.8,67.0
Oriented,6.7,86.0
Professor Mack,3.6,83.0
Mitt,6.8,94.0
Feo pero Sabroso,4.3,90.0
Mike Epps: Only One Mike,4.7,63.0
Todd Barry: Spicy Honey,6.8,60.0
My Own Man,6.4,82.0
The Collector,6.4,90.0
Swearnet Live,5.4,75.0
"Out of Many, One",5.7,34.0
D.L. Hughley: Contrarian,6.6,58.0
David Cross: Making America Great Again,6.6,74.0
Craig Ferguson: Tickle Fight,6.6,66.0
Forever Chape,7.4,80.0
Hannibal Buress: Comedy Camisado,6.6,83.0
Where the Road Runs Out,5.6,91.0
Adam Devine: Best Time of Our Lives,5.9,58.0
The Testimony,7.3,98.0
Jeff Garlin: Our Man in Chicago,5.9,58.0
Mortified Nation,7.3,84.0
DeRay Davis: How to Act Black,6.2,
Mauricio Meirelles: Generating Chaos,6.7,63.0
Dying to Tell,6.8,87.0
Vir Das: Losing It,7.0,67.0
Hard Tide,4.8,90.0
We Are Moluccans,7.9,151.0
Joe Mande's Award-Winning Comedy Special,6.1,66.0
Pierre Jackson,6.7,81.0
Vir Das: Abroad Understanding,6.9,65.0
Pacíficum,6.5,74.0
Cristela Alonzo: Lower Classy,6.6,66.0
Aziz Ansari: Buried Alive,7.2,80.0
Super Monsters Furever Friends,5.6,58.0
Doug Stanhope: Beer Hall Putsch,7.6,61.0
Maria Bamford: Old Baby,6.2,64.0
ReMastered: The Lion's Share,6.9,84.0
Doomsdays,6.6,91.0
Tom Papa: Live in New York City,7.2,41.0
Sanctuary,6.6,44.0
The War Against Women,7.5,62.0
Nexus,6.8,
Restless Creature: Wendy Whelan,7.1,90.0
Nick Thune: Folk Hero,6.7,43.0
El Che,7.3,83.0
The Search for Life in Space,6.4,32.0
After Maria,4.9,35.0
Burning Daylight,5.2,102.0
Colin Quinn: Unconstitutional,7.1,55.0
The Meaning of Monty Python,7.5,60.0
Big in Bollywood,7.8,69.0
Jen Kirkman: I'm Gonna Die Alone (And I Feel Fine),6.8,78.0
The Untold Tales of Armistead Maupin,7.6,90.0
Reggie Watts: Spatial,6.0,
Mike Epps: Don't Take It Personal,4.4,59.0
Todd Glass: Act Happy,5.1,
Best Worst Friends,3.7,88.0
A Tale of Two Kitchens,6.3,29.0
An Upper Egyptian,3.1,85.0
Finding Home,7.8,124.0
Brad Paisley's Comedy Rodeo,5.7,63.0
Amnesty,6.2,83.0
Sinister Circle,4.6,87.0
Cedric the Entertainer: Live from the Ville,6.3,
Willy and the Guardians of the Lake,6.4,70.0
Agustín Aristarán: Soy Rada,6.3,
The Daniel Project,5.7,85.0
#Rucker50,5.2,56.0
Russell Brand: End the Drugs War,7.1,60.0
Maria Bamford: The Special Special Special!,6.8,49.0
Alexis Viera: A Story of Surviving,7.2,
Gad Elmaleh: American Dream,7.2,57.0
Arsenio Hall: Smart and Classy,6.0,63.0
The Standoff,5.4,90.0
It's Not Over,6.3,72.0
Tracy Morgan: Staying Alive,6.3,60.0
Brasslands,7.4,84.0
Kacche Dhaagey,6.3,120.0
Far Cry,3.1,95.0
Parchís: The Documentary,6.8,106.0
Theo Who Lived,6.8,86.0
Mo Gilligan: Momentum,6.3,64.0
Monty Python's Flying Circus: Live at Aspen,7.8,58.0
The BFG,6.4,117.0
Making Unorthodox,6.7,
Zachariayude Garbhinikal,6.0,114.0
#cats_the_mewvie,5.3,90.0
Roll with Me,8.2,90.0
Viswasapoorvam Mansoor,5.9,112.0
Black Man White Skin,5.5,108.0
Virunga: Gorillas in Peril,6.5,28.0
Morgan Murphy: Irish Goodbye,6.8,51.0
Lucas Brothers: On Drugs,5.7,50.0
The Chord,5.7,
A 3 Minute Hug,6.5,28.0
Lynne Koplitz: Hormonal Beast,6.3,51.0
After the Raid,4.5,24.0
Kavin Jay: Everybody Calm Down!,5.9,53.0
Malena Pichot: Estupidez compleja,5.7,
True: Wuzzle Wegg Day,8.0,23.0
The Reservoir Game,6.1,100.0
Enissa Amani: Ehrenwort,5.5,60.0
Delivery,5.9,87.0
13th: A Conversation with Oprah Winfrey & Ava DuVernay,7.0,37.0
Sam Kinison: The Scream Continues,6.4,29.0
War Don Don,7.3,83.0
Fary Is the New Black,5.8,74.0
Ricardo Quevedo: Hay gente así,6.3,
Dwayne Perkins: Take Note,7.1,68.0
Bone,6.8,95.0
W. Kamau Bell: Private School Negro,6.4,65.0
The Calling,8.2,108.0
Harith Iskander: I Told You So,4.7,61.0
Kingdom Come,7.3,120.0
Smile,3.3,113.0
Wraith,3.4,99.0
Reaction,4.5,90.0
Adel Karam: Live from Beirut,5.3,59.0
How to Win the US Presidency,6.2,50.0
Sebastián Marcelo Wainraich,6.4,
Willie Barcena: The Truth Hurts,6.3,60.0
Park Na-rae: Glamour Warning,5.2,62.0
Eddie Pepitone: In Ruins,7.1,64.0
Follow Me,5.1,88.0
Prodigy,6.0,80.0
Aditi Mittal: Things They Wouldn't Let Me Say,4.3,62.0
Luciano Mellera: Infantiloide,7.5,66.0
Behind the Curtain: Todrick Hall,6.8,100.0
Nemesis,5.4,116.0
Alex Fernández: The Best Comedian in the World,6.2,51.0
Moshe Kasher: Live in Oakland,6.7,61.0
Fakkah Fuzz: Almost Banned,4.2,60.0
Gina Yashere: Skinny B*tch,6.5,58.0
The Wave,6.7,90.0
Good Luck,5.4,90.0
Fabrizio Copano: Solo pienso en mi,5.1,
Steve Byrne: Champion,6.8,70.0
Dieter Nuhr: Nuhr in Berlin,4.7,69.0
Laerte-se,7.0,100.0
Fernando Sanjiao: Hombre,6.4,
Coco y Raulito: Carrusel de ternura,6.6,
Lord Put a Ring on It,7.6,94.0
Alan Saldaña: Mi vida de pobre,6.3,70.0
Oceans,7.8,104.0
Tusk,5.3,102.0
Daniel Sosa: Maleducado,6.2,54.0
Home,8.6,94.0
Super Monsters and the Wish Star,5.4,
Bill Hicks: Reflections,6.7,34.0
Jani Dueñas: Grandes fracasos de ayer y hoy,4.8,
Edoardo Ferrario: Temi Caldi,6.5,65.0
Connected,6.6,
Wyatt Cenac: Brooklyn,6.3,67.0
Tellur Aliens,4.3,67.0
Daniel Sosa: Sosafado,5.4,77.0
Freaks,6.7,105.0
Arango y Sanint: Ríase el show,4.0,
The Panama Papers,6.6,96.0
Shelter,6.3,97.0
Metro,7.3,104.0
Horton Hears a Who!,6.8,86.0
Grillo vs Grillo,5.3,
The Tayo Movie: Mission Ace,5.1,47.0
